url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.inforum.com/business/agriculture/4975433-Beet-farmers-to-get-285M-in-disaster-aid,,Beet farmers to get $285M in disaster aid,20200228T233000Z,https://www.inforum.com/incoming/4975464-hwldu3-0221920.B.FF.HOEVENVISIT1.JPG/alternates/BASE_LANDSCAPE/0221920.B.FF.HOEVENVISIT1.JPG,inforum.com,English,United States
https://www.thetelegraph.com/news/world/article/Rain-extinguishes-Australian-wildfire-and-causes-15041717.php,https://www.thetelegraph.com/news/world/amp/Rain-extinguishes-Australian-wildfire-and-causes-15041717.php,Rain extinguishes Australian wildfire and causes flooding,20200305T060000Z,https://s.hdnux.com/photos/01/10/37/57/19004385/3/rawImage.jpg,thetelegraph.com,English,United States
https://www.jdnews.com/news/20200306/tough-year-for-local-farmers-brightened-by-recognition,https://www.jdnews.com/news/20200306/tough-year-for-local-farmers-brightened-by-recognition?template=ampart,Tough year for local farmers brightened by recognition - News - The Daily News,20200306T234500Z,https://www.jdnews.com/storyimage/NC/20200306/NEWS/200309022/AR/0/AR-200309022.jpg,jdnews.com,English,United States
https://www.nbclosangeles.com/weather-news/los-angeles-california-rain-storm-weather/2325378/,https://www.nbclosangeles.com/weather-news/los-angeles-california-rain-storm-weather/2325378/?amp,Here When to Expect Rain This Week in Southern California – NBC Los Angeles,20200309T134500Z,https://media.nbclosangeles.com/2019/09/GettyImages-1190479602.jpg,nbclosangeles.com,English,United States
https://www.sott.net/article/430867-Tropical-Cyclone-Herold-causes-severe-flooding-in-north-east-Madagascar-at-least-4-dead,,Tropical Cyclone Herold causes severe flooding in north east Madagascar - at least 4 dead -- Earth Changes -- Sott . net,20200317T160000Z,https://www.sott.net/image/s28/560759/full/Tropical_Cyclone_Herold_Madaga.jpg,sott.net,English,United States
https://weather.com/safety/winter/news/2020-03-13-bomb-cyclone-record-flooding-nebraska-spencer-dam-2019,https://weather.com/amp/safety/winter/news/2020-03-13-bomb-cyclone-record-flooding-nebraska-spencer-dam-2019,"One Year Ago , a Bomb Cyclone Triggered Record Flooding in Nebraska That Destroyed Dam",20200313T214500Z,https://s.w-x.co/wv-ulmer.jpg,weather.com,English,United States
https://www.aljazeera.com/news/2020/03/tropical-cyclone-herold-forms-coast-madagascar-200314085617745.html,https://www.aljazeera.com/amp/news/2020/03/tropical-cyclone-herold-forms-coast-madagascar-200314085617745.html,Tropical Cyclone Herold forms off the coast of Madagascar,20200314T124500Z,https://www.aljazeera.com/mritems/Images/2020/3/14/5489a26d04df4f7e9e013aac9e5796a9_18.jpg,aljazeera.com,English,United States
https://www.wlfi.com/content/news/March-24-1-PM-Long-Range-Outlook.html,http://www.wlfi.com/templates/AMP?contentID=569058111,"March 24 , 1 PM Long - Range Outlook",20200324T211500Z,http://media.heartlandtv.com/images/corn-407106__480.jpg,wlfi.com,English,United States
https://www.farmprogress.com/wheat/wheat-prices-still-have-plenty-time-recover,,Wheat prices still have plenty of time to recover,20200324T154500Z,https://www.farmprogress.com/sites/farmprogress.com/files/swfp-shelley-huguley-kim-anderson-header.jpg,farmprogress.com,English,United States
https://www.farmprogress.com/market-news/history-shows-futility-grain-market-price-predictions,,History shows the futility of grain market price predictions,20200323T221500Z,https://www.farmprogress.com/sites/farmprogress.com/files/markets-da-kuk-GettyImages-SIZED-655332504.jpg,farmprogress.com,English,United States
https://www.news-gazette.com/blogs/weather-front/a-return-to-warmer-wetter-days-across-the-corn-belt/article_ee33eb7a-737c-11ea-9527-5cb9017bb5c0.html,,"A return to warmer , wetter days across the Corn Belt",20200401T121500Z,https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/e/df/edfc7244-737c-11ea-9525-5cb9017bb5c0/5e838afb65392.image.png,news-gazette.com,English,United States
https://phys.org/news/2020-04-nasa-heavy-potential-tropical-cyclone.html,https://phys.org/news/2020-04-nasa-heavy-potential-tropical-cyclone.amp,NASA finds heavy rain potential in new Tropical Cyclone Irondro,20200402T181500Z,https://scx2.b-cdn.net/gfx/news/2020/3-nasafindshea.jpg,phys.org,English,United States
https://weather.com/storms/hurricane/news/2020-04-04-tropical-cyclone-harold-forecast-south-pacific-vanuatu-fiji,https://weather.com/amp/storms/hurricane/news/2020-04-04-tropical-cyclone-harold-forecast-south-pacific-vanuatu-fiji,"Cyclone Harold Rapidly Intensified and Is Headed for Vanuatu , Fiji",20200404T193000Z,https://s.w-x.co/Harold_prim_0404.jpg,weather.com,English,United States
https://news.yahoo.com/forecast-large-part-europe-could-160526642.html,https://news.yahoo.com/amphtml/forecast-large-part-europe-could-160526642.html,Forecast for large part of Europe could have various implications for farmers,20200407T170000Z,https://s.yimg.com/ny/api/res/1.2/JB8TpFMVELvJ3efHHItZIw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjAuNzM4NDYxNTM4NDYxNg--/https://s.yimg.com/uu/api/res/1.2/ADiMWs49VwHYTpTEkZz06g--~B/aD0zNjY7dz02NTA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-us/accuweather_297/c2f472c4dbf5d438da494d48a29ff11f,news.yahoo.com,English,United States
https://www.agriculture.com/markets/newswire/grains-corn-at-3-12-year-low-on-ethanol-woes-expected-boom-in-us-acreage,,"GRAINS - Corn at 3 - 1 / 2 - year low on ethanol woes , expected boom in U . S . acreage",20200406T183000Z,,agriculture.com,English,United States
https://www.investmentwatchblog.com/cat-5-hitting-vanuatu/,,Cat 5 Hitting Vanuatu ! – Investment Watch,20200406T224500Z,,investmentwatchblog.com,English,United States
https://www.msn.com/en-us/news/world/saint-emilion-2020-harvest-may-suffer-from-hail-damage/ar-BB12PKnR,,Saint - Emilion 2020 Harvest May Suffer From Hail Damage,20200418T143000Z,,msn.com,English,United States
https://www.agriculture.com/markets/newswire/grains-wheat-climbs-as-dry-europe-russia-export-cap-fuel-supply-fears,,"GRAINS - Wheat climbs as dry Europe , Russia export cap fuel supply fears",20200420T134500Z,,agriculture.com,English,United States
https://www.news-gazette.com/blogs/weather-front/late-winter-like-pattern-continues-across-the-heartland/article_21ddd75c-7f20-11ea-b1fe-5cb9017b9fe4.html,,Late Winter - like pattern continues across the Heartland,20200417T194500Z,https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/2/18/218f9a88-7f20-11ea-b1fc-5cb9017b9fe4/5e971140ab0a2.image.png,news-gazette.com,English,United States
https://news.yahoo.com/record-breaking-heat-settles-southwest-110908371--abc-news-topstories.html,https://news.yahoo.com/amphtml/record-breaking-heat-settles-southwest-110908371--abc-news-topstories.html,Record breaking heat settles in the Southwest,20200426T131500Z,https://s.yimg.com/ny/api/res/1.2/vGswzS5I_zTOLYHeY30GIg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjA-/https://s.yimg.com/uu/api/res/1.2/d6w4ZtKtCn1BVg9bHPkEOg--~B/aD01NTg7dz05OTI7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/gma/us.abcnews.gma.com/California-beach-heat_hpMain_20200426-070256_16x9_992.jpg,news.yahoo.com,English,United States
https://brownfieldagnews.com/weathers/a-brief-break-in-rain-systems-for-the-heartland/,,A brief break in rain systems for the Heartland - Brownfield Ag News,20200427T194500Z,,brownfieldagnews.com,English,United States
https://www.dtnpf.com/agriculture/web/ag/news/article/2020/04/27/favorable-row-crop-pattern,,Favorable Row Crop Pattern,20200427T163000Z,,dtnpf.com,English,United States
https://www.news-gazette.com/blogs/weather-front/unseasonably-chilly-corn-belt-pattern-to-persist/article_a1bdd67e-8f16-11ea-a459-1f97144ef3ed.html,,Unseasonably chilly Corn Belt pattern to persist,20200506T043000Z,https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/a/16/a16dbf68-8f16-11ea-a457-4b8774995337/5eb1d942d3499.image.png,news-gazette.com,English,United States
https://brownfieldagnews.com/weathers/weather-briefly-improves-across-parts-of-the-corn-belt/,,Weather briefly improves across parts of the Corn Belt,20200501T180000Z,,brownfieldagnews.com,English,United States
https://www.insidefutures.com/article/3130389/Where%20Weather%20Matters%20Most.html,,"Inside Futures : Relevant trading - focused information authored by key players in the futures , options and forex industries",20200430T190000Z,,insidefutures.com,English,United States
https://www.aginfo.net/report/45936/Market-Line/Markets-Watching-the-Weather,,Markets Watching the Weather - AG INFORMATION NETWORK OF THE WEST,20200511T083000Z,https://www.aginfo.net/Assets/ProgramImages/program_5d776491a320e446223516_1920_1080.jpg,aginfo.net,English,United States
https://www.dtnpf.com/agriculture/web/ag/crops/article/2020/05/06/may-cold-snap-threatens-crops-plains,,May Cold Snap Threatens Some Crops in the Midwest and Plains,20200509T031500Z,https://www.dtnpf.com/mydtn-public-core-portlet/servlet/GetStoredImage?category=CMS&symbolicName=frozen_corn_ps_dsc08393.jpg,dtnpf.com,English,United States
https://www.agriculture.com/news/three-big-things/3-big-things-today-may-13-2020,,"3 Big Things Today , May 13 , 2020",20200513T121500Z,https://static.agriculture.com/styles/width_550/s3/s3fs-public/image/2017/06/27/wheat-money-close-up.jpg,agriculture.com,English,United States
https://www.agriculture.com/news/crops/wheat-tour-day-1-41-to-51-bushels-per-acre,,Wheat Tour Day 1 : 41 to 51 bushels per acre,20200520T013000Z,https://static.agriculture.com/styles/width_550/s3/s3fs-public/image/2016/05/02/DSC_1109.JPG,agriculture.com,English,United States
https://www.dtnpf.com/agriculture/web/ag/crops/article/2020/05/21/taking-measure-kansas-winter-wheat,,Taking Measure of Kansas Winter Wheat,20200522T010000Z,https://www.dtnpf.com/mydtn-public-core-portlet/servlet/GetStoredImage?category=CMS&symbolicName=scott-van-allen-2.jpg,dtnpf.com,English,United States
https://brownfieldagnews.com/market-news/corn-up-watching-planting-weather/,,"Corn up , watching planting weather - Brownfield Ag News",20200519T204500Z,https://brownfieldagnews.com/wp-content/uploads/2020/05/CommodityMarkets400x400.jpg,brownfieldagnews.com,English,United States
https://www.msn.com/en-us/weather/topstories/covid-19-could-complicate-natural-disaster-emergency-response-for-extreme-weather-events/ar-BB14I3IS,,COVID - 19 Could Complicate Natural - Disaster Emergency Response for Extreme Weather Events,20200528T140000Z,,msn.com,English,United States
https://uk.reuters.com/article/us-usa-grains-braun/column-crop-watch-some-kinks-emerge-after-quick-start-n-dakota-ditches-corn-idUKKBN23315B,https://uk.mobile.reuters.com/article/amp/idUKKBN23315B,Column : Crop Watch - Some kinks emerge after quick start ; N . Dakota ditches corn,20200527T163000Z,https://s3.reutersmedia.net/resources/r/?m=02&d=20200527&t=2&i=1520036566&r=LYNXMPEG4Q0WK,uk.reuters.com,English,United States
https://dailygazette.com/article/2020/05/23/greenpoint-the-world-is-finally-green-again,,Greenpoint : The world is finally green again | The Daily Gazette,20200524T053000Z,https://dailygazette.com/sites/default/files/greenpoint.jpg,dailygazette.com,English,United States
https://www.nola.com/news/hurricane/article_5ef046ba-a8b1-11ea-9dcb-9f69f6a7a5a0.html,https://www.nola.com/news/hurricane/article_5ef046ba-a8b1-11ea-9dcb-9f69f6a7a5a0.amp.html,Tropical Storm Cristobal rain bands arrive in New Orleans : Area under rare high flood risk,20200607T124500Z,https://bloximages.newyork1.vip.townnews.com/nola.com/content/tncms/assets/v3/editorial/f/d1/fd14a39a-a8b6-11ea-be6a-43f512abe797/5edcd7b72dc70.image.jpg,nola.com,English,United States
https://www.washingtonpost.com/weather/2020/06/05/tropical-storm-cristobal-gulf-coast-threat/,https://www.washingtonpost.com/weather/2020/06/05/tropical-storm-cristobal-gulf-coast-threat/?outputType=amp,"Tropical Storm Cristobal churns toward Gulf Coast , with major flood threat",20200605T164500Z,https://www.washingtonpost.com/resizer/puZoSPNC3yFIkpSEECNW9aqlViI=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/MJWQSD2GIJEVPM5372EUDOQM3U.png,washingtonpost.com,English,United States
https://www.al.com/hurricane/2020/06/tropical-depression-cristobal-2020-tropical-storm-watches-likely-coming-for-gulf-coast-later-today.html,https://www.al.com/hurricane/2020/06/tropical-depression-cristobal-2020-tropical-storm-watches-likely-coming-for-gulf-coast-later-today.html?outputType=amp,Tropical Depression Cristobal 2020 : Tropical storm watches likely coming for Gulf Coast later today,20200605T133000Z,https://www.al.com/resizer/NbFyBkRJNAQy9toaX_TqZ7ArCY8=/1280x0/smart/cloudfront-us-east-1.images.arcpublishing.com/advancelocal/IPML5ZA7YFCEJKRSN3IWAWEDVI.png,al.com,English,United States
https://www.news-gazette.com/blogs/weather-front/summer-like-pattern-across-the-midwest-periodic-rains/article_0952e848-a5a5-11ea-a065-5cb9017b3637.html,,Summer - like pattern across the Midwest ; periodic rains,20200609T230000Z,https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/0/8d/08d58218-a5a5-11ea-a063-5cb9017b3637/5ed7b11a71b32.image.png,news-gazette.com,English,United States
https://www.dtnpf.com/agriculture/web/ag/news/article/2020/06/12/dtn-ag-weather-brief,,DTN Ag Weather Brief,20200612T170000Z,,dtnpf.com,English,United States
https://brownfieldagnews.com/weathers/largely-dry-a-more-tranquil-pattern-across-the-heartland/,,Largely dry ; a more tranquil pattern across the Heartland,20200612T124500Z,https://brownfieldagnews.com/wp-content/uploads/2020/06/fop1-857x1024.png,brownfieldagnews.com,English,United States
https://www.theeagle.com/opinion/columnists/in-a-summer-extreme-of-weather-climate-costs-remain-mysterious/article_3cb51a02-7bf9-50c2-99f3-6df4bc1ec26e.html,,"In a summer extreme of weather , climate costs remain mysterious",20200617T200000Z,https://bloximages.chicago2.vip.townnews.com/theeagle.com/content/tncms/custom/image/ea82e954-f846-11e6-848a-43d1424998d2.jpg,theeagle.com,English,United States
https://www.krem.com/article/weather/accuweather/weather-forecast-summer-us-2020/293-2be67766-251f-4d85-91ec-9c2c2ea51858,https://www.krem.com/amp/article/weather/accuweather/weather-forecast-summer-us-2020/507-2be67766-251f-4d85-91ec-9c2c2ea51858,Summer starts Saturday ! Here what weather forecasters expect across the US,20200617T210000Z,https://media.krem.com/assets/ACCUWEATHER/images/ed6ffa5f-92b2-40a6-9094-55e185329b55/ed6ffa5f-92b2-40a6-9094-55e185329b55_1140x641.jpg,krem.com,English,United States
https://www.13wmaz.com/article/weather/accuweather/weather-forecast-summer-us-2020/93-2be67766-251f-4d85-91ec-9c2c2ea51858,https://www.13wmaz.com/amp/article/weather/accuweather/weather-forecast-summer-us-2020/507-2be67766-251f-4d85-91ec-9c2c2ea51858,Summer starts Saturday ! Here what weather forecasters expect across the US,20200617T204500Z,https://media.13wmaz.com/assets/ACCUWEATHER/images/ed6ffa5f-92b2-40a6-9094-55e185329b55/ed6ffa5f-92b2-40a6-9094-55e185329b55_1140x641.jpg,13wmaz.com,English,United States
https://www.dtnpf.com/agriculture/web/ag/news/article/2020/06/26/midwest-weekend-rain,,Midwest Weekend Rain,20200626T160000Z,,dtnpf.com,English,United States
https://journalstar.com/agriculture/spring-wheat-prices-see-negative-pressure/article_cbfafbf1-2565-5da3-9585-879877c679fa.html,https://journalstar.com/agriculture/spring-wheat-prices-see-negative-pressure/article_cbfafbf1-2565-5da3-9585-879877c679fa.amp.html,Spring wheat prices see negative pressure,20200627T123000Z,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/9/9d/99de939a-7423-5529-abb7-9f45f711c4ed/5ef3a36718062.image.jpg?crop=900%2C506%2C0%2C0,journalstar.com,English,United States
http://www.farmers-exchange.net/detailPage.aspx?articleID=19809,,The Farmer Exchange Online Dry Weather Pattern Continues,20200626T163000Z,,farmers-exchange.net,English,United States
https://www.farmprogress.com/crops/feedback-field-july-7-2020,,"Feedback from the Field : July 7 , 2020",20200707T183000Z,https://www.farmprogress.com/sites/farmprogress.com/files/Link%20SoybeanField022317-1540x800_0.jpg,farmprogress.com,English,United States
https://www.news-gazette.com/blogs/weather-front/a-drier-corn-belt-pattern-to-accompany-heat-returning-humidity/article_c951e9e4-bca9-11ea-88db-5cb9017bdf7b.html,,"A drier Corn Belt pattern to accompany heat , returning humidity",20200703T023000Z,https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/c/91/c917950a-bca9-11ea-88d9-5cb9017bdf7b/5efe4f7fb7866.image.png,news-gazette.com,English,United States
https://www.fox29.com/weather/tropical-storm-fay-forms-off-coast-of-north-carolina,https://www.fox29.com/weather/tropical-storm-fay-forms-off-coast-of-north-carolina.amp,Tropical Storm Fay forms off coast of North Carolina,20200709T211500Z,https://images.foxtv.com/static.fox29.com/www.fox29.com/content/uploads/2020/07/724/407/Tropical-Storm-Fay.jpg?ve=1&tl=1,fox29.com,English,United States
https://www.duluthnewstribune.com/news/weather/6577538-July-rains-have-helped-but-drought-continues-across-parts-of-Northland,,"July rains have helped , but drought continues across parts of Northland",20200716T183000Z,https://www.duluthnewstribune.com/incoming/6577748-6m1a0n-drought-map-July-2020.jpg/alternates/BASE_LANDSCAPE/drought%20map%20July%202020.jpg,duluthnewstribune.com,English,United States
https://www.reuters.com/article/us-argentina-grains-weather/la-nina-linked-dryness-seen-likely-to-hurt-argentine-wheat-yields-idUSKCN24G1K3,https://mobile.reuters.com/article/amp/idUSKCN24G1K3,La Nina - linked dryness seen likely to hurt Argentine wheat yields,20200715T124500Z,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,reuters.com,English,United States
https://uk.reuters.com/article/us-argentina-grains-weather/la-nina-linked-dryness-seen-likely-to-hurt-argentine-wheat-yields-idUSKCN24G1K3,https://uk.mobile.reuters.com/article/amp/idUSKCN24G1K3,La Nina - linked dryness seen likely to hurt Argentine wheat yields,20200715T140000Z,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,uk.reuters.com,English,United States
https://www.lancasterfarming.com/news/columnists/now-is-the-time/article_e71558f4-cd9c-11ea-a01d-23d50b2c1b90.html,,Now is the Time ... ,20200724T134500Z,https://bloximages.newyork1.vip.townnews.com/lancasterfarming.com/content/tncms/assets/v3/editorial/4/25/425b6212-870c-11e5-849d-4f9fd769a51a/58b98f17490e4.image.jpg?crop=409%2C307%2C95%2C0,lancasterfarming.com,English,United States
https://www.hawaiinewsnow.com/2020/07/23/fire-rain-new-uh-study-sheds-light-hurricanes-influence-wildfires/,/2020/07/23/fire-rain-new-uh-study-sheds-light-hurricanes-influence-wildfires/?outputType=amp,Fire and rain ? New UH study sheds light on hurricane effect on wildfires,20200723T233000Z,https://www.hawaiinewsnow.com/resizer/FjrDE70QKupP8_mL16JGwpLiQxI=/1200x0/cloudfront-us-east-1.images.arcpublishing.com/raycom/F6S7DPE3JNFQTDDEGCQLLWVDSM.jpg,hawaiinewsnow.com,English,United States
https://www.msn.com/en-gb/weather/topstories/tropical-storm-fay-batters-northeast-with-strong-winds-and-rain-after-gaining-strength/ar-BB16AbHf,,Tropical Storm Fay batters Northeast with strong winds and rain after gaining strength,20200722T091500Z,,msn.com,English,United States
https://www.farmprogress.com/crops/feedback-field-roundup-week-ending-july-26-2020,,"Feedback from the Field Roundup – Week ending July 26 , 2020",20200728T203000Z,https://www.farmprogress.com/sites/farmprogress.com/files/CornTasseled012317_1.jpg,farmprogress.com,English,United States
https://yaleclimateconnections.org/2020/07/rain-from-potential-tropical-cyclone-nine-brings-drought-relief-to-caribbean-islands/,,Rain from Potential Tropical Cyclone Nine brings drought relief to Caribbean islands » Yale Climate Connections,20200729T184500Z,https://yaleclimateconnections.org/wp-content/uploads/2020/07/0720_ptc9-jul29_974.jpg,yaleclimateconnections.org,English,United States
http://www.msn.com/en-us/news/weather/hanna-weakens-to-tropical-storm-as-hurricane-douglas-makes-its-approach-on-hawaii/ar-BB17cAsj,,Hanna weakens to tropical storm as Hurricane Douglas makes its approach on Hawaii,20200727T121500Z,,msn.com,English,United States
https://af.reuters.com/article/commoditiesNews/idAFL4N2F8319,https://mobile.reuters.com/article/amp/af/idAFL4N2F8319,"GRAINS - Soy , corn prices slip as U . S . crop outlook improves - Agricultural Commodities",20200806T113000Z,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,af.reuters.com,English,United States
https://www.agriculture.com/markets/analysis/big-crops-are-getting-bigger-analyst-says,,"Big crops are getting bigger , analyst says",20200805T203000Z,https://static.agriculture.com/styles/width_550/s3/s3fs-public/image/2019/08/13/IMG_5402.JPG,agriculture.com,English,United States
https://theprowersjournal.com/2020/08/commissioners-send-drought-letter-of-concern-to-ag-secretary/,,Commissioners Send Drought Letter of Concern to Ag Secretary : The Prowers Journal,20200805T154500Z,,theprowersjournal.com,English,United States
